track_id,song_id,mode_confidence,end_of_fade_in,key_confidence,year,duration,time_signature_confidence,title,start_of_fade_out,analysis_sample_rate,time_signature,tempo,artist_id,artist_name,artist_hotttnesss,key,release,loudness
TRWCOMW128F4253A24,SOMOXGQ12A58A7ACC4,0.258,0.09,0.259,2000,240.45669,0.493,Belle,229.111,22050,1,56.942,AR76WIM1187B9B3732,Tony Levin,0.403076261,10,Waters Of Eden,-24.378
TRTOQIZ128E0791B80,SOQBBVQ12A6701E701,0.348,0.207,0.516,1976,189.57016,0.583,Reggae Got Soul,179.972,22050,4,164.622,ARANIJI11F4C83EFD2,Toots & The Maytals,0.517990221,0,Reggae Got Soul,-7.777
TRDHENH128F426FFFC,SOFRQOD12A8C1365C1,0.442,0,0.539,2005,278.90893,0,Descending Upon Convulsive Devourment,272.3,22050,1,211.611,ARGEP9L1187B98B585,Disgorge,0.37699976,5,Parallels Of Infinite Torture,-8.718
TRRFOHO128F425A5D0,SOPMLJW12A8C134448,0.504,2.049,0.501,1995,253.04771,0.663,When Love Comes To Life (Gravity Album Version),243.032,22050,4,85.046,AROPC1B1187FB567E3,Out Of The Grey,0.333858125,8,Gravity,-8.666
TRAVFBC12903CDEC37,SODQDRK12A8C1425D2,0,0,0,2008,116.74077,1,Enjoy the Silence,110.753,22050,4,100.032,ARB50UG1187FB572C9,Moriarty,0.415243415,11,La Musique de Paris Derni\xc3\xa8re 6,-16.439
TRXXFQX128F1465878,SOHYNXD12A6D4F7DB6,0.517,0.148,0.873,2002,214.22975,0.905,Guns Of Love,202.977,22050,4,116.973,AR1DR0E1187FB48F61,Kathy Mattea,0.422127199,11,Roses,-8.354
TRISEHB128F42883F1,SOPQBRG12A8C139B55,0.134,0,0,1992,148.24444,0,Labios Jaguar,144.492,22050,1,53.117,ARDJBYY12086C12CD1,Caf\xc3\xa9 Tacvba,0.531663307,9,Caf\xc3\xa9 Tacvba,-10.44
TRVBOCR128F930F9A6,SODQXNA12AB017E21D,0.453,0,0.518,2004,179.17342,0,One in a Crowd,171.99,22050,4,71.539,ARDWTRU1187B9A157F,Epic Hero,0.332705516,10,New Life,-6
TRZSUKW12903CD7EB0,SOXVZJG12AB018279E,0,0,0,2009,48.27383,1,White Riffs,48.274,22050,4,101.82,ARQC89A1187B9B04BC,Kurt Vile,0.484753787,4,God Is Saying This To You...,-15.789
TRCXGSX128F9319954,SOWKAUS12AB0186118,0.592,0,0.701,1975,219.14077,0,Let Me Prove My Love To You,201.416,22050,4,147.35,ARSKCFH1187FB43371,The Main Ingredient,0.407283988,7,I Only Have Eyes For You / Shame On The World,-10.496
TRZVPDJ12903CFCBAF,SONDTQC12AC468E471,0.544,0,0.203,2009,215.562,0.865,Porcelain Castle,202.246,22050,4,116.911,ARY6SH21187FB440F5,Jenny Wilson,0.412314286,11,Hardships!,-14.056
TRKXZGD12903CA8AAC,SONCGCO12AB0186FC1,0.49,0.481,0.064,2009,161.04444,0.316,Never forget,157.286,22050,4,106.851,ARE546R1187FB5BE98,What We Feel,0.377725187,2,Naschi 14 Slov,-5.722
TRNZHWK12903CC5314,SOLWPAU12AB018942B,0.475,0,0.25,1990,235.57179,0.377,I Don't Know Why (LP Version),220.984,22050,5,85.375,AR7LKYU1187B9A8A3A,Maura O'connell,0.372613945,9,A Real Life Story,-15.561
TREHAQA128F92F9668,SOOPLQR12AB0182D36,0.421,0.393,0.032,2006,344.13669,0.89,The Slide,334.553,22050,4,119.62,AR7I36B1187B99B11B,Schneider Tm,0.336562862,2,Skoda Mluvit,-7.871
TRWMPXD128F92E2413,SOFZWNO12A8C143066,0.505,0.189,0.466,2001,222.56281,0,Take Out Some Insurance,209.926,22050,1,114.364,ARMRP5A1187B9A73F1,Peter Green Splinter Group,0.373938717,9,BLUE'S DON'T CHANGE,-14.131
TRMPGIV128F92F1A53,SOKMYEQ12A8C142B6C,0.62,0,0.512,2007,163.3171,0.816,Livin' It,158.163,22050,4,120.03,ARIRND51187FB56DE7,Brian Melo,0.331605089,2,Livin' It,-5.934
TROTOCQ12903CAFFCA,SOZDUOQ12AB018745F,0.419,0.264,0.24,1997,377.96526,0.859,Mannequin,366.759,22050,4,107.384,AR988281187B9B27E5,Bird of Ill Omen,0.338620145,8,Self_ Dare You Still Breathe?,-7.733
TRISUIW12903CE1327,SOERITH12A8C132D0C,0.387,0,0.47,1983,168.04526,0.24,Smash The Discos,161.907,22050,4,111.374,ARRXADQ1187FB38F22,The Business,0.442739279,9,Mean Girl,-7.564
TRJMHTY128F428C6ED,SOAGJOK12A8C138F89,0.292,0,0.307,2003,100.41424,0.569,Club - Skit,96.218,22050,1,81.65,ARTVUER1187FB3905B,Juvenile,0.475828778,1,Juve The Great,-12.824
TRJEZVO12903CBD686,SOCPIJS12AB018D7BF,0.277,0.177,0,2002,169.482,0.532,Hover (LP Version),159.602,22050,4,140.005,AROUP2C1187B9B3BFE,Rhett Miller,0.424263004,2,The Instigator,-5.53
TRNSXIC12903CF52F2,SODUYMM12AB01851FB,0.574,0,0.727,2009,306.96444,0,Save Your Love,299.05,22050,4,125.028,ARXIFDX1187B9B9A0E,Sally Shapiro,0.411982738,11,My Guilty Pleasure Remixes,-5.464
TRMJJQV128F4267B57,SOJGIID12A8C13082A,0.583,2.148,0.574,1978,224.10404,0,Honesty,208.945,22050,4,94.161,AR7K9W71187B9AF065,Jane Olivor,0.321344296,10,Stay The Night,-14.262
TRKYYUG128F930E7B9,SOODDGV12AB017FECF,0.366,0.129,0.005,1990,258.2722,0,Yo-Da-Lin In The Valley,254.421,22050,4,105.542,AR4JOEZ1187B9AE99A,Kid Rock,0.642892814,11,Grits Sandwiches For Breakfast,-10.478
TRYCIQP128F9339E76,SOXTYQD12AB017F60B,0.635,0,0.555,2009,300.06812,0.781,The Weight,286.035,22050,4,118.65,ARIMZQZ1187B9AD541,Thrice,0.519965479,2,Beggars,-5.931
TRCQHNA128F933A50E,SOIMYMN12AB0189448,0.61,0.363,0.544,1975,212.55791,0.355,Tango En Segunda,206.919,22050,1,86.964,ARPNDSH1187B9B942F,Sui Generis,0.450546674,2,Pequenas An\xc3\xa9cdotas Sobre Las Instituciones,-16.451
TRRASSD128F92E029F,SOWDDGM12AB018165B,0.526,0.38,0.588,1992,365.47873,0.857,Phorever People (Beatmasters Heavenly Mix),351.295,22050,4,125.76,ARK8EHO1187B9B71D1,Shamen,0.393660868,6,Phorever People - EP,-12.002
TRVXTAO128F42309F2,SOBPKYF12A6D4FDB22,0.32,0.351,0.016,1973,176.16934,1,Go Out And Get Her (LP Version),164.246,22050,4,115.384,AR7Q6B51187FB4CE64,Brownsville Station,0.360773763,7,Yeah!,-10.524
TRGZUSA128F149C4F9,SOZHLBI12A6D4FAD01,0.216,0.264,0.057,1999,183.92771,0,In A Flash,174.109,22050,4,37.544,ARQ37911187B9B31F3,Ron Sexsmith,0.465907578,0,Whereabouts,-14.093
TRROBQS128F4218B14,SONNGGS12A6D4FC6D4,0.056,0.09,0.001,1984,55.32689,0,Definite Choice,49.882,22050,4,203.935,ARQ0B8P1187FB4D58B,7 Seconds,0.428225975,11,The Crew,-12.961
TRDTDDW12903D08949,SOBKEAV12AC4686FF1,0.289,0,0.253,2010,308.45342,0.417,Starry Eyed,305.743,22050,4,130.048,ARKTTJV12592CDA07F,Ellie Goulding,0.600952296,5,Starry Eyed,-5.087
TRGVMIS128F930D735,SOGIPRD12AB0182259,0.61,0,0.786,1988,297.76934,0.641,Freddie's Dead,283.487,22050,4,101.074,AR88ALP1187FB3669B,Fishbone,0.400313972,11,Fishbone Live,-7.393
TRRLREM12903CD1C03,SORRZIW12AB018971C,0.626,0.223,0.665,2010,422.08608,0.346,Teen Scream Machine,417.657,22050,4,137.954,ARQ0AP61187FB58CE9,Don Diablo,0.3774211,11,Teen Scream Machine,-6.511
TRBXDKI128F423841F,SOPOVBN12A8AE483DB,0.214,2.032,0.028,1991,230.5824,0.898,She Drops Bombs,221.617,22050,4,121.997,ARI3GKM1187B9B7837,The Dylans,0.336668196,2,The Dylans,-10.755
TRABULK12903CC1559,SOHFVFR12AB0186969,0,1.025,0,1979,214.38649,0.049,Very Well,201.271,22050,4,124.788,AR0DSOO1187B9B855E,Wailing Souls,0.372069058,0,The Best of the Wailing Souls,-10.275
TRJGEHR128EF34BB33,SOCGZAC12AF72A3EA1,0.571,0,0.475,1999,245.73342,1,Treasure,243.229,22050,4,97.675,ARWKO2O1187B9B5FA7,Tree63,0.430969664,1,DoubleTake: Tree63,-2.934
TRKUIMQ128F42910F0,SOZZJKE12A8C1403AB,0.515,2.734,0.633,2006,129.72363,0,Tooth and Claw,126.891,22050,1,189.08,AR49E521187FB3F616,Cretin,0.341295223,0,Freakery,-3.953
TRHXWOD128F9343197,SODBIZT12AB0182730,0.588,5.828,0.651,2006,233.32526,0.686,Good Morning Night,230.481,22050,4,153.965,ARFTQS41187FB4D96C,Bad Astronaut,0.375726468,9,Twelve Small Steps_ One Giant Disappointment,-4.521
TRVMNZT128F933E1C1,SOZYUYT12AB01825E0,0.269,0.067,0.414,2009,188.1073,1,I Was Like You,179.537,22050,7,142.544,AROEZR71187FB39CBA,Wiley,0.476803969,2,Race Against Time,-5.972
TRVTHCO128F147EB82,SOENJDB12A6D4FA134,0.75,0.084,0.555,2006,187.95057,0,I Won't Look Back (Album Version),177.836,22050,4,32.043,ARNZPSB1187B9B3CE1,NEEDTOBREATHE,0.600486324,2,Daylight,-7.875
TROJWWP128F427238E,SOTQINS12AF72A7CD3,0.509,0.305,0.634,1970,177.24036,0.183,Who Needs Ya,161.106,22050,4,117.192,ARRFSMX1187FB39B03,Steppenwolf / John Kay,0.506384449,4,16 Greatest Hits,-11.735
TRJUCEP128F42838BC,SOBBCHP12A8C13C6CE,0.25,0.243,0.347,1979,496.8224,0,"UK Skanking (12"" Original Disco Mix)",488.438,22050,1,134.988,ARBR3QH1187B992127,Capital Letters,0.332759416,11,Headline News,-8.16
TRFUHXQ128F932D4EB,SOROICP12AB0181D2A,0.748,0.183,0.942,1990,180.87138,0.677,Wondering,171.114,22050,3,112.054,ARMKPQP1187FB3F521,Webb Pierce,0.358282071,2,Spotlight On Webb Pierce,-12.525
TRBQVGS128F42671B1,SOMDVHA12CF5F8818E,0.736,2.247,0.901,1988,311.66649,0,Death Is Not The End,304.779,22050,1,118.323,AR5FP401187FB523C9,Bob Dylan,0.622134168,9,Down In The Groove,-22.702
TRPUZKI12903CC22A5,SODEYCO12AB0187F45,0.49,0.079,0.65,1984,504.81587,1,Love Is Like Oxygen,490.998,22050,7,125.447,ARJ1W5M1187FB458F3,Sweet,0.508558252,9,Chronology - The Best Of Sweet,-11.219
TROCQYV128F92D21C8,SOZPFDF12A67ADA65E,0.511,7.523,0.482,2003,391.41832,1,Some Pennies,376.169,22050,4,80.112,ARAOQE51187B9B3DF3,Philip Jeck,0.408228427,5,7,-13.176
TRPZGZO128F42257AC,SOWZWWD12A81C20252,0.207,0.502,0.076,1993,201.79546,0.938,Red Alert,196.911,22050,3,85.362,AR1SHY11187B9A1CB1,DJ Laz,0.401552287,11,DJ Laz Greatest Hits,-9.831
TRLQKXD128F1463785,SOKMCGA12A6D4F7C13,0.734,0,0.973,1996,236.32934,0.452,Just The Way You Like It,229.303,22050,4,188.571,AR5AA4Q1187FB4CFBD,Alisha's Attic,0.412800421,0,Alisha Rules The World,-8.001
TRQTOKS12903CDF6B5,SONSCKU12AC3DF84A1,0.704,0.287,0.67,1999,150.33424,0,Won't Look Back,141.531,22050,4,140.88,AR3XDC61187B994315,Honeyrider,0.314112979,11,Splashdown,-7.834
TRVGVLR12903CD9029,SOHCXDV12AB0189A4E,0.377,0.229,0.442,2000,342.72608,1,Starship,338.808,22050,4,136.035,ARIWVZL1187B99096B,Starship,0.459518894,9,Dancefloor Anthology_ Vol. 2,-8.661
TRZHHOF128E0788CD5,SOXMYFI12A6701F436,0.335,0.972,0.294,2002,195.60444,0.887,Sweet N Sour,191.147,22050,4,173.485,AR3KUCG1187B9A0BEA,The Jon Spencer Blues Explosion,0.447005821,0,Plastic Fang,-4.791
TRLORNO128F146BE57,SOLUBYV12AF72AC8FD,0.746,0,0.937,2006,255.84281,0.777,Satellite Radio,240.414,22050,4,176.098,AR0CANF1187B9AF35F,Dilated Peoples,0.457841156,6,20/20,-6.641
TRRKFQB128F42584F0,SOKTWPE12A8AE45B1E,0.53,0.142,0.672,2008,343.92771,1,Coleen,328.771,22050,5,175.046,ARL1A8E1187FB596F2,The Heavy,0.464871218,10,Coleen Remixes,-5.173
TRNXTSA12903D073AA,SOPKOVI12AB018B0D3,0,13.781,0,2010,258.45506,0.29,Tied Knots,222.627,22050,7,121.761,ARVIZ6L1187FB509A5,The Album Leaf,0.50774992,5,A Chorus of Storytellers,-15.595
TRSAJID128F425F5E8,SOGXHJF12A8C135361,0.453,3.338,0.39,1996,149.68118,0,Take This Hand,143.906,22050,1,186.886,ARPABFV1187FB47277,Strongarm,0.35846966,11,Atonement,-10.767
TRLOIBX128F425F65B,SOEXEMF12A58A7A405,0.365,0.194,0.175,1996,206.94159,0.176,Game Over,201.166,22050,4,149.061,ARPCQE31187B98FA0C,Overcome,0.373169951,9,Blessed Are The Persecuted,-6.355
TRVRFUF128F426A96A,SOTZEJM12A8C13CA8C,0.454,0.294,0.45,2006,417.59302,0.547,Lobby,409.879,22050,4,151.995,ARY83WT1187FB413EF,The Kilimanjaro Darkjazz Ensemble,0.415292053,5,The Kilimanjaro Darkjazz Ensemble,-11.433
TRWLGNA12903CB5F6A,SOSMHMS12AB0189147,0.847,0.224,0.952,2009,175.882,1,I Took It Out On You,166.928,22050,4,116.971,ARIIT891187B9AFD62,Newton Faulkner,0.511213683,1,Rebuilt By Humans,-8.476
TRTHHBD128F4224AED,SOZEPKM12A81C20DBD,0.472,0,0.424,1994,446.51057,0.051,Read My Lips,434.277,22050,3,128.015,ARVCCZ41187B98C161,Alex Party,0.368891118,10,Read My Lips,-12.626
TRQCNNK128F4265E46,SOSCTLU12A8C13148D,0.402,3.431,0.529,1983,215.19628,0,Priscilla,205.218,22050,4,147.339,ARZXLBD1187B9B1EB1,Meat Loaf,0.601699776,2,Dead Ringer For Love: The Meat Loaf Collection,-11.511
TRHPCUJ128F933A55E,SOJOENF12AB018187F,0.71,0,0.925,1994,150.7522,1,Frei,138.768,22050,4,111.676,ARELOIN1187B98921B,Megavier,0.33765395,2,Magavier,-7.708
TRQFKHY12903CBD1C7,SOFMTQJ12AB018D0F4,0.421,0.073,0.146,2010,254.79791,0.704,I Don't Care,243.966,22050,4,105.989,ARRJYEN1187B9B26B3,Raheem Devaughn,0.552304845,11,I Don't Care,-5.554
TRWBSST128F42267B0,SOMIGTV12A6D4FD1F1,0.316,0.526,0.028,1988,205.66159,1,On The Third Day,201.085,22050,3,96.54,ARI1ZGD1187B99F168,Siglo Xx,0.406187245,9,Fear And Desire,-15.908
TRFRTKY128F4283AF7,SOFHQCK12A8C13D59E,0.49,0.264,0.433,2003,104.25424,0.608,Casamiento De Negros,98.702,22050,3,161.788,ARF63H31187B99B9FB,Violeta Parra,0.361785842,3,La Jardinera Y Su Canto,-7.897
TRWAUXO128F4293BD7,SOAUZEP12A8C13D991,0.498,0.267,0.772,1980,195.29098,0.723,Just Can't Wait,189.846,22050,4,152.27,AR7GM0K1187B9B74B4,J. Geils Band,0.385282893,7,Flashback- Best Of,-11.12
TRRWGTN128F14B084A,SOBIGXY12A6D4FBCD7,0.559,0.212,0.327,2004,199.28771,0.622,When That Helicopter Comes,186.601,22050,4,120.304,ARU7NUZ1187B9B3B31,Oysterband with Brett Sparks,0.383697163,2,The Big Session Volume 1,-9.521
TRUZAOI128F429540A,SOKUKXA12D02193637,0.285,0,0.252,2007,299.20608,0.338,Burn My Shadow,291.579,22050,4,96.983,ARQG2JT1187B99F211,UNKLE feat. Ian Astbury,0.522115621,9,War Stories,-5.964
TROYHAJ128F1462C80,SOLJXSD12A6D4F7F35,0.536,0.386,0.55,1989,146.99057,0,Introduction (Live) (2002 Digital Remaster),146.991,22050,1,81.524,AR01VU31187B997DA0,Grand Funk Railroad,0.501597042,8,Live Album,-14.153
TRCCUPM128F14A863F,SOKEEFL12A6D4F7B18,0.792,0.658,0.952,1994,338.78159,0,No More Tears,319.628,22050,1,121.326,AR49KB81187B9941F8,Sonny Sharrock Band,0.236736548,0,Highlife,-11.764
TRDEGJJ128F9303866,SOPNHLK12AB017DB8F,0.188,0,0.033,2007,203.36281,0.93,Kiki Theme,199.622,22050,4,200.001,AR3PIN11187B996738,The Nam Shub of Enki,0,1,Destroy Everything,-8.494
TRFGHLL128F931C1E9,SOIORQA12AB017C4B4,0.434,6.914,0.07,2009,366.15791,0.419,Third Wave,350.499,22050,4,140.99,AR8Y3UG1187B9A3468,2562,0.425094866,10,Tectonic Plates Vol. 2 XL Edition,-8.024
TROTZAI128E078F208,SOREYYU12CF5F88401,0.485,0,0.492,1995,327.10485,0.136,Could You Be Loved,317.904,22050,1,205.848,ARAZCWP129462A97F1,Bob Marley & The Wailers,0.580973895,7,Uprising,-8.229
TRSCSUR128F93589A4,SOOOYWG12AB0184CAA,0.392,0.542,0.212,1957,152.65914,0.358,Walkin' After Midnight,149.571,22050,3,134.795,ARA7YDA1187B9A5776,Patsy Cline,0.468511466,7,High Noon - 22 Country Memories,-11.18
TRILVZG12903CDA6B2,SOLENYZ12AB01888AF,0.709,0,0.79,2002,256.49587,0.94,Outlaws And Dreamers,247.06,22050,5,196.284,ARJR7SN1187FB55714,Dick Gaughan,0.346950044,10,Outlaws & Dreamers,-13.9
TRGXJAJ128F92F9143,SOQPTFE12AAF3B5C43,0.352,0,0.06,1990,267.31057,0.273,Mind Over...,250.572,22050,4,183.573,AR7H5R61187FB39453,Psyche,0.430988624,0,Tales From the Darkside,-12.571
TRKDKLK12903CE7EC3,SODMWHP12AC468A442,0.338,2.81,0.024,2001,325.8771,1,An Seanachi,325.877,22050,4,93.411,AR6ZCM11187B9B7084,310,0.368312629,2,After All,-7.296
TRIKZKL128F4285D41,SOZCZWP12A8C137CB1,0.32,0,0.167,2006,278.12526,1,I still love you,271.627,22050,4,122.992,ARYG47B1187B9AD055,Les Anges de la Nuit,0.351894875,10,Infact1on/One,-4.539
TRSAVAK128F9332F28,SOXPORT12AB018454D,0.662,0.096,0.68,2001,210.38975,0.246,Blown,210.39,22050,1,123.631,AROJSTE1187B99AAB2,Astrobrite,0.386113235,2,Crush,-14.654
TRBMQJR12903CC2D35,SOJFQIZ12AB018AC7D,0.425,3.181,0.243,2005,254.40608,0,Country House?,242.167,22050,1,122.012,AR5YJCK1187FB4AC04,Museum Pieces,0.299580426,4,Philadelphia,-14.056
TRIRVES128EF3678FF,SOUEQCW12A6D4F88D1,0.286,0.444,0.276,2000,204.17261,0,Mary Prankster,195.744,22050,4,135.429,ARINA8T1187B999689,Payola,0.284143242,4,For Those Who Know,-8.87
TRDRTEH128F4241D18,SOALBDQ12A58A7A9CD,0.426,0.125,0.317,1988,509.67465,0.628,C/Saw (LP Version),500.866,22050,3,158.452,AR7SYBI1187B98E7B2,Julius Hemphill,0.334762562,7,Big Band,-11.764
TRGONLE128F932A7BB,SOXRVOE12AB0186803,0.305,0.166,0.348,2007,232.46322,1,Super Boy Killer,223.202,22050,5,156.223,ARLY8AV1187FB4C00F,Proceed,0.387383988,1,Laut,-6.367
TRDCOFB12903CAEB17,SODGOLC12AF72A41B5,0.513,7.883,0.59,2002,272.03873,1,Perpetual Black Second,272.039,22050,7,127.538,ARFSVL51187B9B00F2,Meshuggah,0.520973439,1,Alive,-3.692
TRRSGJO128F4274599,SONSIRG12A8C132157,0.384,4.853,0.462,1977,226.61179,0.133,Electrified Funk,215.162,22050,4,130.109,ARU4UG71187B9AE32C,Wild Cherry,0.431602945,9,Super Hits,-6.88
TRYUSKW128F425E728,SOIPMOO12AF729DFCB,0.812,0.292,0.727,2001,231.44444,0.797,Help Me Understand,217.548,22050,3,130.072,ARV0JGZ1187B9B33B7,Trace Adkins,0.571443217,7,Greatest Hits Collection_ Volume 1,-9.385
TRHRLGC128F1458439,SOTJQOQ12A6D4F7E8A,0.174,0.212,0.116,1983,225.35791,0,Radio Waves,212.242,22050,4,156.282,ARUY6971187FB3AB45,Orchestral Manoeuvres In The Dark,0.533248789,8,Dazzle Ships,-7.479
TRQCDQQ128F9359BA4,SOJAATI12AB0183DED,0.739,0.763,0.605,2006,187.24526,1,Kick It Back,187.245,22050,4,127.948,ARHC4JC1187B996947,The Manhattan Love Suicides,0.365241164,9,Burnt Out Landscapes,-1.264
TRFFDUP128F932291F,SOFZVNG12AB018480D,0.376,0.223,0.031,1999,204.35546,0.407,Don't Wanna Let You Go,192.255,22050,4,103.221,ARUN7IC1187FB3D392,Five,0.435444889,5,Invincible,-7.727
TRIUDEA128F4261E22,SOKTDTD12A8C1344C0,0.474,2.67,0.468,1977,235.96363,0.903,Still Falling For You,223.742,22050,4,114.686,AR4U91L1187B9A2401,Boz Scaggs,0.520554878,0,Down Two Then Left,-13.009
TRJSVDG128EF35163D,SOJVTVP12A6D223BC2,0.437,0,0.3,2006,184.00608,0.352,First Love,180.959,22050,4,177.461,ARC2BI11187B9ABAD7,The Maccabees,0.498788028,9,Colour It In,-5.706
TRPUOII128F423A448,SOWSPLZ12A8AE466DA,0.565,0.125,0.524,2007,268.45995,0.998,Where Are You?,260.981,22050,5,103.277,ARLTY471187B9A8734,Zap Mama,0.452129524,9,Supermoon,-9.059
TRQWZMZ128F423A64F,SOBMQVH12A8C132056,0.662,0,0.563,2008,225.2273,0,In The Country,203.894,22050,4,94.488,ARWKITH1187B993DC0,The Explorers Club,0.37568358,3,Freedom Wind,-13.871
TRLKELG12903CAF982,SOKWERN12AB0188B51,0.581,0,0.591,2010,402.442,0.688,Rocket (Grum Remix),380.105,22050,4,131.169,AR8K3HD1187B9B9CA9,Goldfrapp,0.54010199,0,Rocket,-8.507
TROMSIX12903C9FE31,SOPQDBF12AB0188AB1,0.524,2.659,0.346,2006,205.21751,0.54,Now That You're Gone,191.419,22050,4,80.223,AR3USQW1187FB4A90D,Bebo Norman,0.513300123,0,Between The Dreaming And The Coming True,-6.012
TRILFQD128F425F523,SOLIDXM12A8AE490AB,0.77,0,0.821,1974,693.55057,0.935,La Fiesta,676.061,22050,7,106.848,AR58IM61187FB48368,Maynard Ferguson.,0.416066584,4,The Lost Tapes Vol 2.,-9.526
TRXESDJ128F9319950,SOXOUBF12AB017F303,0.647,2.763,0.559,2005,279.19628,0.553,Hidden Paths,256.534,22050,4,139.996,AROEVV91187B9B7F4F,Milieu,0.360054673,0,Remodelled,-13.277
TRVVFDT128F42305F0,SOLHZCZ12A81C2372D,0.491,0.407,0.636,1983,114.1024,1,Chistelle,108.106,22050,3,223.102,ARD97XH1187B9B1E12,ESG,0.454047337,9,A South Bronx Story,-12.601
TROHNWC128F92E327D,SOIACBK12A8C1410AE,0.477,0.125,0.417,2007,251.03628,0.398,Love Me_ Leave Me,242.469,22050,4,155.923,ARZ33PH1187FB52F58,Kat DeLuna,0.530321955,0,9 Lives,-7.097
TRYKDMC128F930E2A3,SOKRKCF12AB018612C,0.675,2.624,0.654,1987,227.23873,1,Natives,215.197,22050,4,106.012,ARIWQ3Q1187FB3F6D6,Christy Moore,0.431038764,0,The Unfinished Revolution,-20.88
TRCZEZQ128F423BB65,SOOPIJU12A8AE46739,0.499,0.537,0.649,1996,274.70322,0,Lunas rotas,257.567,22050,4,92.024,ARH7PCA1187B99025B,Rosana,0.387386826,4,Lunas Rotas: De casa a las ventas,-9.584
TRHELOP128F9328A3D,SOJFPLE12AB0186E17,0.42,0,0.183,2008,280.16281,1,Recall,274.129,22050,4,111.983,ARWAPYC1187FB3FCAF,S.U.P,0.27238546,11,Hegemony,-6.014
TRJQBYI128F92CEB0E,SOKJSPX12A8C144D75,0.252,3.576,0.424,2008,624.50893,0.288,Billy Jack (Album Version),600.95,22050,4,140.261,ARICL5J1187B995EBD,The Aliens,0.361108372,9,Luna,-6.676
TRQRRCD128EF34383F,SOWDTNP12A58A7FFE9,0.489,0,0.377,2007,163.47383,0.063,Hot One!,155.243,22050,4,84.88,ARSIHLT1241B9CEAE9,The Bees,0.387924436,6,Octopus,-5.843
TRXIBTO12903CD42BC,SOYVLWF12AB018C928,0.28,0,0.016,2008,74.37016,0.958,Ngempa Guzon,71.901,22050,3,107.711,ARCC8PK1187B9B5776,Evil Nine,0.41946673,9,They Live!,-5.822
TRPILBD128F92F7386,SOHHRIW12A8C142391,0.648,0.403,0.761,1989,315.03628,1,So Far Away (Live_ Batschkapp_ Frankfurt_ 26 January 1988),311.333,22050,4,99.574,ARDFZ8B1187B988E81,Strangeways,0.401047573,5,Walk In The Fire,-4.836
TRTGTTF128E0788C15,SOOKMFQ12A67020703,0.335,0,0.253,2003,233.01179,0.841,Place In My World,214.605,22050,4,119.895,ARDBMB01187B9B240C,Texas / Dolomite,0.493349411,2,Careful What You Wish For,-5.456
TRLPMIU12903CB7D7B,SOIPFBX12AB018B829,0,0,0,2004,140.22485,0,Bailando la Paso,140.225,22050,1,84.193,ARQ6SOP1187FB36AB5,La Base,0.278545158,0,Inimitable/ En Vivo,-5.876
TRFCBIN128F93363A4,SOZDAWA12AB01862E9,0.484,0,0.122,2004,251.19302,0.106,En Avant!,237.14,22050,4,92.125,AR12C1U1187FB51104,Derniere Volonte,0,11,Commemoration,-12.532
TRABTQB128F42269BD,SOYFYRR12A6D4FB865,0.58,0.188,0.571,2007,254.51057,1,Det Snurrar I Min Skalle,249.713,22050,3,86.665,ARJBEON1187FB4A8D8,Familjen,0.447255267,7,Det Snurrar I Min Skalle,-5.101
TRCTZOS128EF349EC1,SOKNPXF12A6BD4CBBC,0.67,0,0.092,1972,156.57751,1,Let's Go Down To Funksville,143.888,22050,5,93.65,ART47JS1187B9A3007,The Dayton Sidewinders,0.321701101,0,Let's Go Down To Funksville,-6.904
TRSWANY12903CE6B97,SOPDRZC12AB018FD66,0.112,0.223,0.208,1994,223.97342,0.904,My Mind Spray,211.406,22050,4,186.093,ARNH6Q11187FB40FDD,Jeru The Damaja,0.42994415,11,The Sun Rises In The East,-7.557
TRYKPTB128F4261E88,SOEUEUS12A8C130AB2,0.485,0.566,0.52,1995,284.55138,0.126,Little Red-Haired Girl,276.596,22050,4,132.102,ARAYQYI1187FB4542F,Wynton Marsalis Septet,0.366026805,0,Joe Cool's Blues,-15.793
TRZPDLL128F92EFFA1,SOCLBJT12A8C13D09C,0.626,0.113,0.496,2002,240.01261,0.272,She Will Be Loved,230.922,22050,4,101.967,ARF5M7Q1187FB501E8,Maroon 5,0.843380274,0,Beautiful Melodies For Kids,-7.117
TRIMOHJ128F93345E6,SOTYQFK12AB01801DD,0.584,0.177,0.228,1991,213.96853,0.43,Ag\xc3\xa1rrate,213.969,22050,4,137.027,ARKX8XA1187B9B0F76,Gloria Trevi,0.395108651,2,No Soy Monedita De Oro,-5.993
TRTBVPV128F9346FC4,SOTMPBN12AB01830E4,0.563,3.634,0.603,2003,212.97587,1,Something To Do With My Hands,208.585,22050,4,100.044,ARDH3D91187B99478C,Her Space Holiday,0.40292423,11,The Young Machines,-8.663
TRNYGUG128F145B392,SOQESKR12AB0188190,0.522,1.036,0.345,1999,176.09098,0.797,Any Old Iron,165.535,22050,1,119.629,AR9H9DL1187B9B9691,Peter Sellers,0.457416301,11,The Peter Sellers Collection,-12.659
TRCWGWB128EF363C7C,SOKBIOT12B0B80B6FB,0.33,0.514,0.36,2003,287.242,1,Cold Lately,260.052,22050,1,88.629,AREKQXQ1187FB45D0E,Luomo,0.419884787,2,The Present Lover,-12.917
